node_id	coding	meaning	parent_id	depth	top_branch_id	top_branch_code	selectable	is_target_code
14910	C52	C52 Malignant neoplasm of vagina	510	3	20	Chapter II	Y	Y
14920	C53	C53 Malignant neoplasm of cervix uteri	510	3	20	Chapter II	Y	Y
14970	C54	C54 Malignant neoplasm of corpus uteri	510	3	20	Chapter II	Y	Y
15040	C55	C55 Malignant neoplasm of uterus, part unspecified	510	3	20	Chapter II	Y	Y
15050	C56	C56 Malignant neoplasm of ovary	510	3	20	Chapter II	Y	Y
15060	C57	C57 Malignant neoplasm of other and unspecified female genital organs	510	3	20	Chapter II	Y	Y
15150	C58	C58 Malignant neoplasm of placenta	510	3	20	Chapter II	Y	Y
15160	C60	C60 Malignant neoplasm of penis	520	3	20	Chapter II	Y	Y
15220	C61	C61 Malignant neoplasm of prostate	520	3	20	Chapter II	Y	Y
15230	C62	C62 Malignant neoplasm of testis	520	3	20	Chapter II	Y	Y
15270	C63	C63 Malignant neoplasm of other and unspecified male genital organs	520	3	20	Chapter II	Y	Y
15340	C64	C64 Malignant neoplasm of kidney, except renal pelvis	530	3	20	Chapter II	Y	Y
15350	C65	C65 Malignant neoplasm of renal pelvis	530	3	20	Chapter II	Y	Y
15360	C66	C66 Malignant neoplasm of ureter	530	3	20	Chapter II	Y	Y
15370	C67	C67 Malignant neoplasm of bladder	530	3	20	Chapter II	Y	Y
15480	C68	C68 Malignant neoplasm of other and unspecified urinary organs	530	3	20	Chapter II	Y	Y
15530	C69	C69 Malignant neoplasm of eye and adnexa	540	3	20	Chapter II	Y	Y
15630	C70	C70 Malignant neoplasm of meninges	540	3	20	Chapter II	Y	Y
15670	C71	C71 Malignant neoplasm of brain	540	3	20	Chapter II	Y	Y
15780	C72	C72 Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system	540	3	20	Chapter II	Y	Y
15870	C73	C73 Malignant neoplasm of thyroid gland	550	3	20	Chapter II	Y	Y
15880	C74	C74 Malignant neoplasm of adrenal gland	550	3	20	Chapter II	Y	Y
15920	C75	C75 Malignant neoplasm of other endocrine glands and related structures	550	3	20	Chapter II	Y	Y
16010	C76	C76 Malignant neoplasm of other and ill-defined sites	560	3	20	Chapter II	Y	Y
16100	C77	C77 Secondary and unspecified malignant neoplasm of lymph nodes	560	3	20	Chapter II	Y	Y
16190	C78	C78 Secondary malignant neoplasm of respiratory and digestive organs	560	3	20	Chapter II	Y	Y
16290	C79	C79 Secondary malignant neoplasm of other sites	560	3	20	Chapter II	Y	Y
16400	C80	C80 Malignant neoplasm without specification of site	560	3	20	Chapter II	Y	Y
16430	C81	C81 Hodgkin's disease	570	3	20	Chapter II	Y	Y
16510	C82	C82 Follicular [nodular] non-Hodgkin's lymphoma	570	3	20	Chapter II	Y	Y
16610	C83	C83 Diffuse non-Hodgkin's lymphoma	570	3	20	Chapter II	Y	Y
16720	C84	C84 Peripheral and cutaneous T-cell lymphomas	570	3	20	Chapter II	Y	Y
16830	C85	C85 Other and unspecified types of non-Hodgkin's lymphoma	570	3	20	Chapter II	Y	Y
16890	C86	C86 Other specified types of T/NK-cell lymphoma	570	3	20	Chapter II	Y	Y
16970	C88	C88 Malignant immunoproliferative diseases	570	3	20	Chapter II	Y	Y
17050	C90	C90 Multiple myeloma and malignant plasma cell neoplasms	570	3	20	Chapter II	Y	Y
17100	C91	C91 Lymphoid leukaemia	570	3	20	Chapter II	Y	Y
17210	C92	C92 Myeloid leukaemia	570	3	20	Chapter II	Y	Y
17320	C93	C93 Monocytic leukaemia	570	3	20	Chapter II	Y	Y
17390	C94	C94 Other leukaemias of specified cell type	570	3	20	Chapter II	Y	Y
17480	C95	C95 Leukaemia of unspecified cell type	570	3	20	Chapter II	Y	Y
17540	C96	C96 Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue	570	3	20	Chapter II	Y	Y
17650	C97	C97 Malignant neoplasms of independent (primary) multiple sites	580	3	20	Chapter II	Y	Y
31760	G00	G00 Bacterial meningitis, not elsewhere classified	870	3	60	Chapter VI	Y	Y
31830	G01	G01 Meningitis in bacterial diseases classified elsewhere	870	3	60	Chapter VI	Y	Y
31840	G02	G02 Meningitis in other infectious and parasitic diseases classified elsewhere	870	3	60	Chapter VI	Y	Y
31880	G03	G03 Meningitis due to other and unspecified causes	870	3	60	Chapter VI	Y	Y
31940	G04	G04 Encephalitis, myelitis and encephalomyelitis	870	3	60	Chapter VI	Y	Y
32000	G05	G05 Encephalitis, myelitis and encephalomyelitis in diseases classified elsewhere	870	3	60	Chapter VI	Y	Y
32050	G06	G06 Intracranial and intraspinal abscess and granuloma	870	3	60	Chapter VI	Y	Y
32090	G07	G07 Intracranial and intraspinal abscess and granuloma in diseases classified elsewhere	870	3	60	Chapter VI	Y	Y
32100	G08	G08 Intracranial and intraspinal phlebitis and thrombophlebitis	870	3	60	Chapter VI	Y	Y
32110	G09	G09 Sequelae of inflammatory diseases of central nervous system	870	3	60	Chapter VI	Y	Y
32120	G10	G10 Huntington's disease	880	3	60	Chapter VI	Y	Y
32130	G11	G11 Hereditary ataxia	880	3	60	Chapter VI	Y	Y
32210	G12	G12 Spinal muscular atrophy and related syndromes	880	3	60	Chapter VI	Y	Y
32270	G13	G13 Systemic atrophies primarily affecting central nervous system in diseases classified elsewhere	880	3	60	Chapter VI	Y	Y
32320	G14	G14 Postpolio syndrome	880	3	60	Chapter VI	Y	Y
32330	G20	G20 Parkinson's disease	890	3	60	Chapter VI	Y	Y
32340	G21	G21 Secondary Parkinsonism	890	3	60	Chapter VI	Y	Y
32420	G22	G22 Parkinsonism in diseases classified elsewhere	890	3	60	Chapter VI	Y	Y
32430	G23	G23 Other degenerative diseases of basal ganglia	890	3	60	Chapter VI	Y	Y
32500	G24	G24 Dystonia	890	3	60	Chapter VI	Y	Y
32590	G25	G25 Other extrapyramidal and movement disorders	890	3	60	Chapter VI	Y	Y
32690	G26	G26 Extrapyramidal and movement disorders in diseases classified elsewhere	890	3	60	Chapter VI	Y	Y
32700	G30	G30 Alzheimer's disease	900	3	60	Chapter VI	Y	Y
32750	G31	G31 Other degenerative diseases of nervous system, not elsewhere classified	900	3	60	Chapter VI	Y	Y
32810	G32	G32 Other degenerative disorders of nervous system in diseases classified elsewhere	900	3	60	Chapter VI	Y	Y
32840	G35	G35 Multiple sclerosis	910	3	60	Chapter VI	Y	Y
32850	G36	G36 Other acute disseminated demyelination	910	3	60	Chapter VI	Y	Y
32900	G37	G37 Other demyelinating diseases of central nervous system	910	3	60	Chapter VI	Y	Y
32990	G40	G40 Epilepsy	920	3	60	Chapter VI	Y	Y
33100	G41	G41 Status epilepticus	920	3	60	Chapter VI	Y	Y
33160	G43	G43 Migraine	920	3	60	Chapter VI	Y	Y
33230	G44	G44 Other headache syndromes	920	3	60	Chapter VI	Y	Y
33300	G45	G45 Transient cerebral ischaemic attacks and related syndromes	920	3	60	Chapter VI	Y	Y
33380	G46	G46 Vascular syndromes of brain in cerebrovascular diseases	920	3	60	Chapter VI	Y	Y
33480	G47	G47 Sleep disorders	920	3	60	Chapter VI	Y	Y
33560	G50	G50 Disorders of trigeminal nerve	930	3	60	Chapter VI	Y	Y
33610	G51	G51 Facial nerve disorders	930	3	60	Chapter VI	Y	Y
33690	G52	G52 Disorders of other cranial nerves	930	3	60	Chapter VI	Y	Y
33770	G53	G53 Cranial nerve disorders in diseases classified elsewhere	930	3	60	Chapter VI	Y	Y
33830	G54	G54 Nerve root and plexus disorders	930	3	60	Chapter VI	Y	Y
33940	G55	G55 Nerve root and plexus compressions in diseases classified elsewhere	930	3	60	Chapter VI	Y	Y
34000	G56	G56 Mononeuropathies of upper limb	930	3	60	Chapter VI	Y	Y
34080	G57	G57 Mononeuropathies of lower limb	930	3	60	Chapter VI	Y	Y
34180	G58	G58 Other mononeuropathies	930	3	60	Chapter VI	Y	Y
34230	G59	G59 Mononeuropathy in diseases classified elsewhere	930	3	60	Chapter VI	Y	Y
34260	G60	G60 Hereditary and idiopathic neuropathy	940	3	60	Chapter VI	Y	Y
34330	G61	G61 Inflammatory polyneuropathy	940	3	60	Chapter VI	Y	Y
34380	G62	G62 Other polyneuropathies	940	3	60	Chapter VI	Y	Y
34440	G63	G63 Polyneuropathy in diseases classified elsewhere	940	3	60	Chapter VI	Y	Y
34530	G64	G64 Other disorders of peripheral nervous system	940	3	60	Chapter VI	Y	Y
34540	G70	G70 Myasthenia gravis and other myoneural disorders	950	3	60	Chapter VI	Y	Y
34600	G71	G71 Primary disorders of muscles	950	3	60	Chapter VI	Y	Y
34670	G72	G72 Other myopathies	950	3	60	Chapter VI	Y	Y
34750	G73	G73 Disorders of myoneural junction and muscle in diseases classified elsewhere	950	3	60	Chapter VI	Y	Y
34840	G80	G80 Infantile cerebral palsy	960	3	60	Chapter VI	Y	Y
34920	G81	G81 Hemiplegia	960	3	60	Chapter VI	Y	Y
34960	G82	G82 Paraplegia and tetraplegia	960	3	60	Chapter VI	Y	Y
35030	G83	G83 Other paralytic syndromes	960	3	60	Chapter VI	Y	Y
35120	G90	G90 Disorders of autonomic nervous system	970	3	60	Chapter VI	Y	Y
35200	G91	G91 Hydrocephalus	970	3	60	Chapter VI	Y	Y
35270	G92	G92 Toxic encephalopathy	970	3	60	Chapter VI	Y	Y
35280	G93	G93 Other disorders of brain	970	3	60	Chapter VI	Y	Y
35390	G94	G94 Other disorders of brain in diseases classified elsewhere	970	3	60	Chapter VI	Y	Y
35440	G95	G95 Other diseases of spinal cord	970	3	60	Chapter VI	Y	Y
35500	G96	G96 Other disorders of central nervous system	970	3	60	Chapter VI	Y	Y
35550	G97	G97 Postprocedural disorders of nervous system, not elsewhere classified	970	3	60	Chapter VI	Y	Y
35610	G98	G98 Other disorders of nervous system, not elsewhere classified	970	3	60	Chapter VI	Y	Y
35620	G99	G99 Other disorders of nervous system in diseases classified elsewhere	970	3	60	Chapter VI	Y	Y
12080	C000	C00.0 External upper lip	12070	4	20	Chapter II	Y	Y
12090	C001	C00.1 External lower lip	12070	4	20	Chapter II	Y	Y
12100	C002	C00.2 External lip, unspecified	12070	4	20	Chapter II	Y	Y
12110	C003	C00.3 Upper lip, inner aspect	12070	4	20	Chapter II	Y	Y
12120	C004	C00.4 Lower lip, inner aspect	12070	4	20	Chapter II	Y	Y
12130	C005	C00.5 Lip, unspecified, inner aspect	12070	4	20	Chapter II	Y	Y
12140	C006	C00.6 Commissure of lip	12070	4	20	Chapter II	Y	Y
12150	C008	C00.8 Overlapping lesion of lip	12070	4	20	Chapter II	Y	Y
12160	C009	C00.9 Lip, unspecified	12070	4	20	Chapter II	Y	Y
12190	C020	C02.0 Dorsal surface of tongue	12180	4	20	Chapter II	Y	Y
12200	C021	C02.1 Border of tongue	12180	4	20	Chapter II	Y	Y
12210	C022	C02.2 Ventral surface of tongue	12180	4	20	Chapter II	Y	Y
12220	C023	C02.3 Anterior two-thirds of tongue, part unspecified	12180	4	20	Chapter II	Y	Y
12230	C024	C02.4 Lingual tonsil	12180	4	20	Chapter II	Y	Y
12240	C028	C02.8 Overlapping lesion of tongue	12180	4	20	Chapter II	Y	Y
12250	C029	C02.9 Tongue, unspecified	12180	4	20	Chapter II	Y	Y
12270	C030	C03.0 Upper gum	12260	4	20	Chapter II	Y	Y
12280	C031	C03.1 Lower gum	12260	4	20	Chapter II	Y	Y
12290	C039	C03.9 Gum, unspecified	12260	4	20	Chapter II	Y	Y
12310	C040	C04.0 Anterior floor of mouth	12300	4	20	Chapter II	Y	Y
12320	C041	C04.1 Lateral floor of mouth	12300	4	20	Chapter II	Y	Y
12330	C048	C04.8 Overlapping lesion of floor of mouth	12300	4	20	Chapter II	Y	Y
12340	C049	C04.9 Floor of mouth, unspecified	12300	4	20	Chapter II	Y	Y
12360	C050	C05.0 Hard palate	12350	4	20	Chapter II	Y	Y
12370	C051	C05.1 Soft palate	12350	4	20	Chapter II	Y	Y
12380	C052	C05.2 Uvula	12350	4	20	Chapter II	Y	Y
12390	C058	C05.8 Overlapping lesion of palate	12350	4	20	Chapter II	Y	Y
12400	C059	C05.9 Palate, unspecified	12350	4	20	Chapter II	Y	Y
12420	C060	C06.0 Cheek mucosa	12410	4	20	Chapter II	Y	Y
12430	C061	C06.1 Vestibule of mouth	12410	4	20	Chapter II	Y	Y
12440	C062	C06.2 Retromolar area	12410	4	20	Chapter II	Y	Y
12450	C068	C06.8 Overlapping lesion of other and unspecified parts of mouth	12410	4	20	Chapter II	Y	Y
12460	C069	C06.9 Mouth, unspecified	12410	4	20	Chapter II	Y	Y
12490	C080	C08.0 Submandibular gland	12480	4	20	Chapter II	Y	Y
12500	C081	C08.1 Sublingual gland	12480	4	20	Chapter II	Y	Y
12510	C088	C08.8 Overlapping lesion of major salivary glands	12480	4	20	Chapter II	Y	Y
12520	C089	C08.9 Major salivary gland, unspecified	12480	4	20	Chapter II	Y	Y
12540	C090	C09.0 Tonsillar fossa	12530	4	20	Chapter II	Y	Y
12550	C091	C09.1 Tonsillar pillar (anterior) (posterior)	12530	4	20	Chapter II	Y	Y
12560	C098	C09.8 Overlapping lesion of tonsil	12530	4	20	Chapter II	Y	Y
12570	C099	C09.9 Tonsil, unspecified	12530	4	20	Chapter II	Y	Y
12590	C100	C10.0 Vallecula	12580	4	20	Chapter II	Y	Y
12600	C101	C10.1 Anterior surface of epiglottis	12580	4	20	Chapter II	Y	Y
12610	C102	C10.2 Lateral wall of oropharynx	12580	4	20	Chapter II	Y	Y
12620	C103	C10.3 Posterior wall of oropharynx	12580	4	20	Chapter II	Y	Y
12630	C104	C10.4 Branchial cleft	12580	4	20	Chapter II	Y	Y
12640	C108	C10.8 Overlapping lesion of oropharynx	12580	4	20	Chapter II	Y	Y
12650	C109	C10.9 Oropharynx, unspecified	12580	4	20	Chapter II	Y	Y
12670	C110	C11.0 Superior wall of nasopharynx	12660	4	20	Chapter II	Y	Y
12680	C111	C11.1 Posterior wall of nasopharynx	12660	4	20	Chapter II	Y	Y
12690	C112	C11.2 Lateral wall of nasopharynx	12660	4	20	Chapter II	Y	Y
12700	C113	C11.3 Anterior wall of nasopharynx	12660	4	20	Chapter II	Y	Y
12710	C118	C11.8 Overlapping lesion of nasopharynx	12660	4	20	Chapter II	Y	Y
12720	C119	C11.9 Nasopharynx, unspecified	12660	4	20	Chapter II	Y	Y
12750	C130	C13.0 Postcricoid region	12740	4	20	Chapter II	Y	Y
12760	C131	C13.1 Aryepiglottic fold, hypopharyngeal aspect	12740	4	20	Chapter II	Y	Y
12770	C132	C13.2 Posterior wall of hypopharynx	12740	4	20	Chapter II	Y	Y
12780	C138	C13.8 Overlapping lesion of hypopharynx	12740	4	20	Chapter II	Y	Y
12790	C139	C13.9 Hypopharynx, unspecified	12740	4	20	Chapter II	Y	Y
12810	C140	C14.0 Pharynx, unspecified	12800	4	20	Chapter II	Y	Y
12820	C142	C14.2 Waldeyer's ring	12800	4	20	Chapter II	Y	Y
12830	C148	C14.8 Overlapping lesion of lip, oral cavity and pharynx	12800	4	20	Chapter II	Y	Y
12850	C150	C15.0 Cervical part of oesophagus	12840	4	20	Chapter II	Y	Y
12860	C151	C15.1 Thoracic part of oesophagus	12840	4	20	Chapter II	Y	Y
12870	C152	C15.2 Abdominal part of oesophagus	12840	4	20	Chapter II	Y	Y
12880	C153	C15.3 Upper third of oesophagus	12840	4	20	Chapter II	Y	Y
12890	C154	C15.4 Middle third of oesophagus	12840	4	20	Chapter II	Y	Y
12900	C155	C15.5 Lower third of oesophagus	12840	4	20	Chapter II	Y	Y
12910	C158	C15.8 Overlapping lesion of oesophagus	12840	4	20	Chapter II	Y	Y
12920	C159	C15.9 Oesophagus, unspecified	12840	4	20	Chapter II	Y	Y
12940	C160	C16.0 Cardia	12930	4	20	Chapter II	Y	Y
12950	C161	C16.1 Fundus of stomach	12930	4	20	Chapter II	Y	Y
12960	C162	C16.2 Body of stomach	12930	4	20	Chapter II	Y	Y
12970	C163	C16.3 Pyloric antrum	12930	4	20	Chapter II	Y	Y
12980	C164	C16.4 Pylorus	12930	4	20	Chapter II	Y	Y
12990	C165	C16.5 Lesser curvature of stomach, unspecified	12930	4	20	Chapter II	Y	Y
13000	C166	C16.6 Greater curvature of stomach, unspecified	12930	4	20	Chapter II	Y	Y
13010	C168	C16.8 Overlapping lesion of stomach	12930	4	20	Chapter II	Y	Y
13020	C169	C16.9 Stomach, unspecified	12930	4	20	Chapter II	Y	Y
13040	C170	C17.0 Duodenum	13030	4	20	Chapter II	Y	Y
13050	C171	C17.1 Jejunum	13030	4	20	Chapter II	Y	Y
13060	C172	C17.2 Ileum	13030	4	20	Chapter II	Y	Y
13070	C173	C17.3 Meckel's diverticulum	13030	4	20	Chapter II	Y	Y
13080	C178	C17.8 Overlapping lesion of small intestine	13030	4	20	Chapter II	Y	Y
13090	C179	C17.9 Small intestine, unspecified	13030	4	20	Chapter II	Y	Y
13110	C180	C18.0 Caecum	13100	4	20	Chapter II	Y	Y
13120	C181	C18.1 Appendix	13100	4	20	Chapter II	Y	Y
13130	C182	C18.2 Ascending colon	13100	4	20	Chapter II	Y	Y
13140	C183	C18.3 Hepatic flexure	13100	4	20	Chapter II	Y	Y
13150	C184	C18.4 Transverse colon	13100	4	20	Chapter II	Y	Y
13160	C185	C18.5 Splenic flexure	13100	4	20	Chapter II	Y	Y
13170	C186	C18.6 Descending colon	13100	4	20	Chapter II	Y	Y
13180	C187	C18.7 Sigmoid colon	13100	4	20	Chapter II	Y	Y
13190	C188	C18.8 Overlapping lesion of colon	13100	4	20	Chapter II	Y	Y
13200	C189	C18.9 Colon, unspecified	13100	4	20	Chapter II	Y	Y
13240	C210	C21.0 Anus, unspecified	13230	4	20	Chapter II	Y	Y
13250	C211	C21.1 Anal canal	13230	4	20	Chapter II	Y	Y
13260	C212	C21.2 Cloacogenic zone	13230	4	20	Chapter II	Y	Y
13270	C218	C21.8 Overlapping lesion of rectum, anus and anal canal	13230	4	20	Chapter II	Y	Y
13290	C220	C22.0 Liver cell carcinoma	13280	4	20	Chapter II	Y	Y
13300	C221	C22.1 Intrahepatic bile duct carcinoma	13280	4	20	Chapter II	Y	Y
13310	C222	C22.2 Hepatoblastoma	13280	4	20	Chapter II	Y	Y
13320	C223	C22.3 Angiosarcoma of liver	13280	4	20	Chapter II	Y	Y
13330	C224	C22.4 Other sarcomas of liver	13280	4	20	Chapter II	Y	Y
13340	C227	C22.7 Other specified carcinomas of liver	13280	4	20	Chapter II	Y	Y
13350	C229	C22.9 Liver, unspecified	13280	4	20	Chapter II	Y	Y
13380	C240	C24.0 Extrahepatic bile duct	13370	4	20	Chapter II	Y	Y
13390	C241	C24.1 Ampulla of Vater	13370	4	20	Chapter II	Y	Y
13400	C248	C24.8 Overlapping lesion of biliary tract	13370	4	20	Chapter II	Y	Y
13410	C249	C24.9 Biliary tract, unspecified	13370	4	20	Chapter II	Y	Y
13430	C250	C25.0 Head of pancreas	13420	4	20	Chapter II	Y	Y
13440	C251	C25.1 Body of pancreas	13420	4	20	Chapter II	Y	Y
13450	C252	C25.2 Tail of pancreas	13420	4	20	Chapter II	Y	Y
13460	C253	C25.3 Pancreatic duct	13420	4	20	Chapter II	Y	Y
13470	C254	C25.4 Endocrine pancreas	13420	4	20	Chapter II	Y	Y
13480	C257	C25.7 Other parts of pancreas	13420	4	20	Chapter II	Y	Y
13490	C258	C25.8 Overlapping lesion of pancreas	13420	4	20	Chapter II	Y	Y
13500	C259	C25.9 Pancreas, unspecified	13420	4	20	Chapter II	Y	Y
13520	C260	C26.0 Intestinal tract, part unspecified	13510	4	20	Chapter II	Y	Y
13530	C261	C26.1 Spleen	13510	4	20	Chapter II	Y	Y
13540	C268	C26.8 Overlapping lesion of digestive system	13510	4	20	Chapter II	Y	Y
13550	C269	C26.9 Ill-defined sites within the digestive system	13510	4	20	Chapter II	Y	Y
13570	C300	C30.0 Nasal cavity	13560	4	20	Chapter II	Y	Y
13580	C301	C30.1 Middle ear	13560	4	20	Chapter II	Y	Y
13600	C310	C31.0 Maxillary sinus	13590	4	20	Chapter II	Y	Y
13610	C311	C31.1 Ethmoidal sinus	13590	4	20	Chapter II	Y	Y
13620	C312	C31.2 Frontal sinus	13590	4	20	Chapter II	Y	Y
13630	C313	C31.3 Sphenoidal sinus	13590	4	20	Chapter II	Y	Y
13640	C318	C31.8 Overlapping lesion of accessory sinuses	13590	4	20	Chapter II	Y	Y
13650	C319	C31.9 Accessory sinus, unspecified	13590	4	20	Chapter II	Y	Y
